Date,Open,High,Low,Close,Adj Close,Volume
2022-02-04,12289.889648,12305.790039,12121.620117,12140.250000,12140.250000,41373300
2022-02-07,12193.379883,12214.339844,12110.400391,12193.809570,12193.809570,38826300
2022-02-08,12218.410156,12256.559570,12131.519531,12155.660156,12155.660156,41798400
2022-02-09,12260.349609,12422.950195,12259.839844,12367.820313,12367.820313,46249900
2022-02-10,12377.519531,12391.410156,12279.599609,12313.160156,12313.160156,81135300
2022-02-11,12220.870117,12291.650391,12186.250000,12231.969727,12231.969727,47523000
2022-02-14,12050.209961,12088.219727,11924.549805,12026.370117,12026.370117,56321900
2022-02-15,12016.070313,12210.599609,12016.070313,12181.860352,12181.860352,44583400
2022-02-16,12212.679688,12268.669922,12166.099609,12191.570313,12191.570313,34605200
2022-02-17,12184.839844,12197.860352,12032.730469,12075.269531,12075.269531,41357900
2022-02-18,12100.169922,12157.620117,11981.059570,12010.089844,12010.089844,45659000
2022-02-21,12055.719727,12095.219727,11852.990234,11891.879883,11891.879883,46645300
2022-02-22,11695.179688,11979.459961,11687.559570,11959.389648,11959.389648,53590300
2022-02-23,11988.799805,12125.160156,11941.889648,11941.889648,11941.889648,38248400
2022-02-24,11641.660156,11736.230469,11480.759766,11636.759766,11636.759766,87801500
2022-02-25,11672.019531,11995.959961,11665.290039,11987.309570,11987.309570,72140000
2022-02-28,11857.860352,11989.950195,11842.759766,11986.780273,11986.780273,75288800
2022-03-01,11987.440430,12021.719727,11789.750000,11862.280273,11862.280273,72009200
2022-03-02,11784.860352,11906.750000,11668.959961,11871.589844,11871.589844,76002100
2022-03-03,11838.929688,11878.129883,11658.830078,11675.700195,11675.700195,57692100
2022-03-04,11592.759766,11609.530273,11291.839844,11300.129883,11300.129883,90559500
2022-03-07,11154.330078,11299.929688,10871.240234,11204.669922,11204.669922,97185400
2022-03-08,11116.959961,11370.879883,10958.530273,11057.059570,11057.059570,96813300
2022-03-09,11175.889648,11493.360352,11164.629883,11493.360352,11493.360352,90776000
2022-03-10,11517.179688,11546.320313,11388.730469,11391.099609,11391.099609,63392600
2022-03-11,11444.040039,11674.049805,11381.679688,11495.690430,11495.690430,66683200
2022-03-14,11514.309570,11697.419922,11494.990234,11678.940430,11678.940430,54495700
2022-03-15,11599.480469,11702.599609,11510.490234,11682.219727,11682.219727,52958700
2022-03-16,11832.570313,11980.320313,11821.969727,11900.959961,11900.959961,65912900
2022-03-17,11926.610352,12061.870117,11889.280273,12061.870117,12061.870117,57508900
2022-03-18,12075.839844,12184.990234,11997.599609,12184.990234,12184.990234,116916000
2022-03-21,12164.440430,12202.290039,12110.589844,12171.280273,12171.280273,40956500
2022-03-22,12161.110352,12232.169922,12101.349609,12202.620117,12202.620117,39177100
2022-03-23,12212.599609,12243.599609,12096.450195,12099.500000,12099.500000,34592600
2022-03-24,12108.849609,12147.959961,12069.099609,12131.450195,12131.450195,40176600
2022-03-25,12136.219727,12169.139648,12072.059570,12121.669922,12121.669922,29417400
2022-03-28,12159.070313,12264.929688,12151.240234,12155.950195,12155.950195,44342800
2022-03-29,12234.110352,12388.790039,12198.040039,12325.580078,12325.580078,55819700
2022-03-30,12268.660156,12327.950195,12225.209961,12243.730469,12243.730469,44515100
2022-03-31,12293.059570,12300.669922,12161.530273,12161.530273,12161.530273,51011200
2022-04-01,12157.169922,12212.620117,12136.049805,12179.080078,12179.080078,34751300
2022-04-04,12263.139648,12340.870117,12211.809570,12340.870117,12340.870117,37401400
2022-04-05,12353.519531,12380.570313,12300.169922,12376.969727,12376.969727,43808100
2022-04-06,12375.839844,12395.889648,12247.459961,12320.099609,12320.099609,50006800
2022-04-07,12392.889648,12472.080078,12353.280273,12372.459961,12372.459961,47636000
2022-04-08,12488.919922,12507.690430,12422.509766,12507.690430,12507.690430,45452800
2022-04-11,12514.769531,12569.969727,12463.219727,12528.610352,12528.610352,53096400
2022-04-12,12402.650391,12433.969727,12337.049805,12378.870117,12378.870117,47609900
2022-04-13,12364.480469,12394.889648,12315.769531,12378.679688,12378.679688,35962300
2022-04-14,12384.469727,12496.969727,12375.709961,12475.080078,12475.080078,42243100
2022-04-19,12363.540039,12383.669922,12212.129883,12281.419922,12281.419922,43813400
2022-04-20,12287.570313,12341.089844,12284.690430,12310.169922,12310.169922,46405800
2022-04-21,12366.910156,12424.160156,12301.330078,12301.330078,12301.330078,45639500
2022-04-22,12214.320313,12316.740234,12203.610352,12258.330078,12258.330078,42216600
2022-04-25,12046.009766,12169.639648,12029.549805,12084.980469,12084.980469,49123300
2022-04-26,12159.700195,12173.900391,11933.280273,11933.280273,11933.280273,55359700
2022-04-27,11924.959961,12082.889648,11814.839844,12051.480469,12051.480469,54134000
2022-04-28,12097.769531,12171.589844,12033.860352,12068.410156,12068.410156,42639900
2022-04-29,12134.139648,12219.509766,12117.559570,12128.759766,12128.759766,37559500
2022-05-02,12081.230469,12097.980469,11863.629883,11971.730469,11971.730469,37041200
2022-05-03,12003.589844,12067.740234,11937.150391,12001.879883,12001.879883,43381800
2022-05-04,11971.410156,11994.330078,11880.240234,11880.240234,11880.240234,35595700
2022-05-05,12009.000000,12048.139648,11857.629883,11877.269531,11877.269531,45767700
2022-05-06,11843.990234,11866.629883,11671.480469,11730.419922,11730.419922,42179800
2022-05-09,11669.370117,11701.870117,11444.179688,11444.179688,11444.179688,44842600
2022-05-10,11526.709961,11655.620117,11478.759766,11541.719727,11541.719727,44943100
2022-05-11,11536.000000,11568.599609,11408.959961,11553.660156,11553.660156,49964900
2022-05-12,11380.429688,11548.929688,11288.019531,11506.129883,11506.129883,52084300
2022-05-13,11544.509766,11650.419922,11529.799805,11650.419922,11650.419922,40331700
2022-05-16,11622.490234,11721.570313,11584.559570,11672.230469,11672.230469,38599900
2022-05-17,11740.059570,11808.009766,11687.370117,11730.440430,11730.440430,34919500
2022-05-18,11736.040039,11783.129883,11579.139648,11579.139648,11579.139648,39120300
2022-05-19,11464.200195,11465.839844,11233.719727,11309.490234,11309.490234,47444000
2022-05-20,11410.429688,11419.620117,11286.519531,11308.980469,11308.980469,46453600
2022-05-23,11438.990234,11466.280273,11348.750000,11466.280273,11466.280273,40402800
2022-05-24,11391.650391,11532.030273,11383.280273,11483.559570,11483.559570,38508500
2022-05-25,11548.389648,11576.559570,11468.940430,11491.799805,11491.799805,33783500
2022-05-27,11566.000000,11657.240234,11501.030273,11647.169922,11647.169922,41899300
2022-05-30,11707.769531,11751.160156,11673.190430,11736.259766,11736.259766,30798600
2022-05-31,11686.269531,11718.910156,11597.389648,11611.379883,11611.379883,74161800
2022-06-01,11682.240234,11692.660156,11494.120117,11494.120117,11494.120117,33017700
2022-06-02,11502.580078,11571.419922,11501.320313,11550.200195,11550.200195,24761200
2022-06-03,11605.719727,11615.400391,11524.049805,11529.160156,11529.160156,24162500
2022-06-07,11563.679688,11575.769531,11493.480469,11534.179688,11534.179688,33798300
